objectid,cod_loc,localidad,estado,barriocomu,cod_polbar,shape_area,shape_len,codigo_upz,area_m2,population_x,pop_density_x,estrato_0,estrato_1,estrato_2,estrato_3,estrato_4,estrato_5,estrato_6,street_total_length,street_len_CL,street_ratio_CL,street_len_KR,street_ratio_KR,street_len_None,street_ratio_None,street_len_AK,street_ratio_AK,street_len_TV,street_ratio_TV,street_len_DG,street_ratio_DG,street_len_AC,street_ratio_AC,barrio,longitude,latitude,upz_code,fence_ratio,wall_ratio,road_ratio,sidewalk_ratio,building_ratio,sky_ratio,vegetation_ratio,person_count,bicyclist_count,motorcyclist_count,other_rider_count,street_light_count,population_y,pop_density_y,murder_rate,source,Matched_Barrio,Cantidad
1539,19,Ciudad Bolívar,LEGALIZADO,bogotá sector tequendama,190018,9.184e-07,0.0042378825,68.0,11270.474500525828,708.0,62819.0055322842,0.0,1.0,0.0,0.0,0.0,0.0,0.0,462.8550434037773,129.26436223691863,0.2792761234409912,333.59068116685864,0.7207238765590088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2392,11,,SIN LEGALIZAR,urb. carimagua i,110687,3.1591e-06,0.0072254381,18.0,38755.98762248569,3164.0,81638.9981032064,0.0,0.0,0.0,0.0,0.9877198762460546,0.0122801237539453,0.0,813.7394644124411,226.86824155250568,0.2787971475812782,338.4283245530635,0.4158927265466041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.442898306872,0.3053101258721176,Urb. Carimagua I,-74.05817154282124,4.740140953945963,18.0,0.0242752448979591,0.0037022857142857,0.098002387755102,0.0591516734693877,0.3069542040816326,0.1670198367346939,0.124688081632653,0.7755102040816326,0.0204081632653061,0.0612244897959183,0.0,0.1632653061224489,3164.0,81638.9981032064,0.0,2016north,,
2544,2,Chapinero,SIN LEGALIZAR,s.c. siberia,20089,0.0003587657,0.124278845,90.0,4402075.635682707,209.0,47.47760313472823,0.7214374644436508,0.2785625355563492,0.0,0.0,0.0,0.0,0.0,1772.7408722914213,144.94511429367813,0.0817632833761676,34.93790486465748,0.0197084105244875,0.0,0.0,0.0,0.0,355.492262309976,0.2005325582923303,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2573,10,Engativá,SIN LEGALIZAR,el dorado industrial - santa isabel (hacienda),100042,2.61442e-05,0.0227613453,73.0,320747.2204824532,7506.0,23401.60575268531,0.3646788360168446,0.0,0.0,0.3237550523440406,0.3115661116391147,0.0,0.0,3729.951420089804,1363.9077886812922,0.3656636870215468,362.9171494030247,0.0972980901167573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.08114422585265,0.0611485562512664,El Dorado Industrial - Santa Isabel (Hacienda),-74.12715312345541,4.722682484748107,73.0,0.0734615037037037,0.0064246148148148,0.1123039851851851,0.0403295777777777,0.2427592222222222,0.2771011629629629,0.0679085481481481,0.7111111111111111,0.1111111111111111,0.0222222222222222,0.0,0.0962962962962963,7506.0,23401.60575268531,0.0,2016north,,
2660,6,Tunjuelito,SIN LEGALIZAR,san vicente ferrer,60024,3.5923e-05,0.0248375065,42.0,440804.3489210938,17438.0,39559.500814093575,0.017323720356146,0.0,0.9826762796438536,0.0,0.0,0.0,0.0,13694.447351511344,8575.30664984963,0.6261885879537332,4677.172812194519,0.3415379016137031,0.0,0.0,0.0,0.0,0.0,0.0,413.83690313742665,0.0302193211974892,0.0,0.0,San Vicente Ferrer,-74.13940872283993,4.58115530978308,42.0,0.0024070355731225,0.0015998181818181,0.073642304347826,0.0381719407114624,0.4909009525691699,0.1268784169960474,0.0079890849802371,0.8754940711462451,0.0197628458498023,0.0158102766798418,0.0,0.7312252964426877,17438.0,39559.500814093575,0.0001146920518408,2016south,san vicente ferrer,2.0
2690,10,Engativá,SIN LEGALIZAR,quirigua sector f,100273,5.0318e-06,0.0097294189,29.0,61732.79106291741,1741.0,28202.19157474333,0.3963263440192911,0.0,0.0,0.6036736559807089,0.0,0.0,0.0,2307.86699470984,227.15755026782497,0.0984274877142063,502.87382851654735,0.2178954981674634,0.0,0.0,0.0,0.0,0.0,0.0,163.6010865851227,0.0708884380946276,217.27536511292016,0.0941455316146749,Quirigua Sector F,-74.09587489395646,4.711913497472588,29.0,0.0040339705882352,0.0013418529411764,0.1361789705882353,0.0514761176470588,0.2003830882352941,0.4307713235294117,0.0330668529411764,2.676470588235294,0.0,0.0,0.0,0.1470588235294117,1741.0,28202.19157474333,0.0,2016north,,
2712,2,Chapinero,SIN LEGALIZAR,s.c. sucre,20091,1.66982e-05,0.017677596,99.0,204886.84594629492,4685.0,22866.280059911875,0.0688745762398506,0.0,0.0,0.0,0.9311254237601492,0.0,0.0,5804.159442178752,2164.29514985865,0.3728869221149827,1313.918003809101,0.22637524294403,0.0,0.0,1971.7347948578208,0.3397106531101211,0.0,0.0,256.9363963820526,0.0442676323663507,73.77110049528092,0.0127100403133634,S.C. Sucre,-74.06628417578548,4.629444107086762,99.0,0.0113394234875444,0.0077765729537366,0.084882793594306,0.0724358540925266,0.2772446441281138,0.1446995765124555,0.0983928754448398,1.9430604982206403,0.1850533807829181,0.1423487544483986,0.0,0.4092526690391459,4685.0,22866.280059911875,0.0,2016central,,
2724,5,Usme,LEGALIZADO,villa israel ii,50286,5.795e-07,0.0046315148,58.0,7111.590977750324,116.0,16311.399286449876,0.0,1.0,0.0,0.0,0.0,0.0,0.0,139.71633600194036,51.29573751923612,0.3671420177990048,88.42059848270426,0.6328579822009954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2742,10,Engativá,LEGALIZADO,la faena,100094,6.7383e-06,0.012694867,74.0,82669.43892873358,6403.0,77453.04774016673,0.0126884927407706,0.0,0.9873115072592294,0.0,0.0,0.0,0.0,3488.2849634152635,1943.8465725073816,0.5572499359697456,1544.438390907882,0.4427500640302545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,La Faena,-74.1377173818172,4.71514448920638,74.0,0.0001108965517241,0.0,0.0241971034482758,0.0621635172413793,0.7015001724137931,0.0613430689655172,0.0003250689655172,0.8620689655172413,0.0,0.0,0.0,0.0,6403.0,77453.04774016673,0.0,2016north,,
2922,10,Engativá,SIN LEGALIZAR,marandu - urb. fiorita,100154,1.7778e-06,0.0071197926,74.0,21811.18469736416,485.0,22236.297877877827,0.0,0.0,1.0,0.0,0.0,0.0,0.0,184.4010157172825,86.83267859580701,0.4708904571812987,97.56833712147552,0.5291095428187013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marandu - Urb. Fiorita,-74.13198112633306,4.704814064768428,74.0,0.0054903333333333,0.0476827777777777,0.1371459444444444,0.0526916666666666,0.3321862222222222,0.2473516666666666,0.0248638888888888,1.0,0.0,0.0,0.0,0.1111111111111111,485.0,22236.297877877827,0.0,2016north,,
